District_Name,SCHOOL,Gender,2011 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2012 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2013 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2014 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2015 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points
LIRA,,MALE,54,75.9,24.1,0,0,0,53,64.2,24.5,11.3,0,0,58,89.7,6.9,3.4,0,47,38.3,42.6,17,2.1,18,79.5,0,0,0
LIRA,LIRA INTEGRATED SECONDARY SCHOOL,FEMALE,40,20,45,32.5,2.5,0,28,25,53.6,14.3,7.1,0,52,65.4,30.8,3.8,0,,0,0,0,0,,0,0,0,0
LIRA,,MALE,75,24,46.7,29.3,0,0,39,38.5,41,17.9,2.6,0,100,72,22,6,0,,0,0,0,0,,0,0,0,0
LIRA,LIRA SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,2,50,50,0,0
LIRA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,10,90,10,0,0
LIRA,LIRA TOWN COLLEGE,FEMALE,16,31.3,62.5,6.3,0,0,32,56.3,31.3,12.5,0,0,96,72.9,25,2.1,0,34,64.7,29.4,5.9,0,61,54.6,32.8,6.6,0
LIRA,,MALE,126,36.5,49.2,13.5,0.8,0,209,48.8,42.6,7.7,1,0,406,76.4,22.7,0.5,0.5,130,63.8,28.5,7.7,0,197,61.8,24.4,1,0
LIRA,"MENTOR SECONDARY SCHOOL,LIRA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,13,7.7,84.6,7.7,0
LIRA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,36,22.2,47.2,27.8,2.8
LIRA,"ROYAL ACADEMY SCHOOL,LIRA",FEMALE,2,50,50,0,0,0,1,100,0,0,0,0,10,80,20,0,0,2,100,0,0,0,,0,0,0,0
LIRA,,MALE,15,60,40,0,0,0,28,75,25,0,0,0,80,92.5,7.5,0,0,9,88.9,11.1,0,0,13,86,0,0,0
LIRA,"SAVIOR'S SECONDARY SCHOOL,LIRA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,2,100,0,0,0,1,100,0,0,0
LIRA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,13,92.3,7.7,0,0,37,70.8,21.6,2.7,0
LIRA,SKYLAND HIGH SCHOOL,FEMALE,19,5.3,31.6,31.6,31.6,0,51,13.7,39.2,31.4,15.7,0,100,36,60,4,0,47,23.4,53.2,23.4,0,50,33.1,44,18,0
LIRA,,MALE,50,2,32,46,20,0,122,11.5,36.1,38.5,13.9,0,200,42,43,14,1,94,30.9,40.4,26.6,2.1,107,36.6,47.7,10.3,0.9
LIRA,ST.KATHERINE SECONDARY SCHOOL,FEMALE,41,7.3,39,46.3,7.3,0,41,19.5,39,29.3,12.2,0,154,48.1,44.2,7.8,0,49,18.4,59.2,22.4,0,54,31.8,51.9,14.8,0
LIRA,ST.MARY MAGDALENE GIRLS SECONDARY SCHOOL,FEMALE,38,15.8,47.4,36.8,0,0,26,23.1,34.6,38.5,3.8,0,64,56.3,40.6,3.1,0,41,48.8,46.3,4.9,0,16,56.3,43.8,0,0
LIRA Total,,,1004,27.7,43.2,22.6,6.3,0.2,1261,34,39.7,20.8,5.2,0.3,2690,54.3,36.8,8.1,0.8,1234,42.9,39.4,16.5,1.2,1107,43.8,41,8.4,0.3
SOROTI,"ALLIANCE HIGH SCHOOL,SOROTI",FEMALE,34,32.4,35.3,23.5,8.8,0,13,76.9,23.1,0,0,0,10,100,0,0,0,7,71.4,14.3,14.3,0,2,50,50,0,0
SOROTI,,MALE,132,51.5,35.6,11.4,1.5,0,75,70.7,26.7,2.7,0,0,142,84.5,15.5,0,0,35,60,34.3,5.7,0,14,71.7,21.4,0,0
SOROTI,"ERIMU COLLEGE SCHOOL,SOROTI",FEMALE,7,57.1,42.9,0,0,0,,0,0,0,0,0,4,100,0,0,0,6,50,50,0,0,4,25,75,0,0
SOROTI,,MALE,30,76.7,23.3,0,0,0,,0,0,0,0,0,34,82.4,17.6,0,0,39,71.8,25.6,2.6,0,11,49,18.2,0,0
SOROTI,"HALCYON HIGH SCHOOL,SOROTI",FEMALE,,0,0,0,0,0,12,0,75,25,0,0,12,33.3,50,16.7,0,8,0,25,75,0,26,13.3,42.3,42.3,0
SOROTI,,MALE,,0,0,0,0,0,25,4,52,40,4,0,74,29.7,56.8,8.1,5.4,35,14.3,62.9,20,2.9,51,20.1,64.7,13.7,0
SOROTI,"HOMETEK HIGH SCHOOL,SOROTI",FEMALE,10,70,30,0,0,0,3,33.3,33.3,33.3,0,0,6,100,0,0,0,1,100,0,0,0,12,58.3,41.7,0,0
SOROTI,,MALE,44,72.7,22.7,4.5,0,0,22,50,36.4,13.6,0,0,40,90,10,0,0,9,77.8,22.2,0,0,41,76.4,14.6,0,0
SOROTI,"JERESSAR HIGH SCHOOL,SOROTI",FEMALE,,0,0,0,0,0,13,0,53.8,46.2,0,0,54,0,14.8,70.4,14.8,52,11.5,44.2,36.5,7.7,59,20.3,59.3,20.3,0
SOROTI,,MALE,,0,0,0,0,0,46,6.5,15.2,47.8,26.1,4.3,122,4.9,32.8,47.5,14.8,104,14.4,44.2,29.8,11.5,126,29.3,46,20.6,2.4
SOROTI,"LIGHT SECONDARY SCHOOL,SOROTI",FEMALE,21,33.3,47.6,19,0,0,5,20,80,0,0,0,90,55.6,40,4.4,0,45,26.7,44.4,26.7,2.2,45,44.2,44.4,4.4,0
SOROTI,,MALE,35,40,37.1,20,2.9,0,57,29.8,49.1,17.5,3.5,0,298,53,40.3,6.7,0,132,50,37.1,12.1,0.8,119,51.4,41.2,3.4,0
SOROTI,OLILA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,20,90,10,0,0,6,66.7,33.3,0,0,10,72.8,20,0,0
SOROTI,,MALE,,0,0,0,0,0,,0,0,0,0,0,40,80,20,0,0,43,51.2,39.5,7,2.3,32,51.2,28.1,9.4,0
SOROTI,"RHEMA HIGH SCHOOL,SOROTI",FEMALE,4,75,25,0,0,0,3,33.3,66.7,0,0,0,62,77.4,22.6,0,0,23,69.6,26.1,4.3,0,1,1.1,0,0,0
SOROTI,,MALE,10,70,30,0,0,0,7,57.1,42.9,0,0,0,208,83.7,15.4,1,0,109,68.8,24.8,4.6,1.8,14,78.6,21.4,0,0
SOROTI,SOROTI CENTRAL SECONDARY SCHOOL,FEMALE,3,33.3,33.3,33.3,0,0,14,64.3,35.7,0,0,0,10,80,20,0,0,5,60,40,0,0,1,100,0,0,0
SOROTI,,MALE,33,48.5,42.4,9.1,0,0,44,54.5,31.8,9.1,4.5,0,60,66.7,30,3.3,0,6,50,50,0,0,13,76.9,23.1,0,0
SOROTI,SOROTI COMMUNITY SECONDARY SCHOOL,FEMALE,45,35.6,53.3,11.1,0,0,37,56.8,32.4,10.8,0,0,80,57.5,40,2.5,0,40,70,20,10,0,28,63.3,14.3,3.6,0
SOROTI,,MALE,151,42.4,43.7,13.9,0,0,145,35.2,50.3,13.8,0.7,0,214,61.7,29,8.4,0.9,99,49.5,44.4,6.1,0,53,55.6,30.2,3.8,0
SOROTI,SOROTI HALL,FEMALE,44,63.6,34.1,2.3,0,0,38,36.8,52.6,10.5,0,0,,0,0,0,0,,0,0,0,0,4,75,25,0,0
SOROTI,,MALE,175,48,44.6,7.4,0,0,181,49.7,37.6,12.2,0.6,0,,0,0,0,0,,0,0,0,0,39,67.4,23.1,2.6,0
SOROTI,SOROTI MUNICIPAL SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,22,9.1,36.4,45.5,9.1,0,26,38.5,30.8,30.8,0,13,23.1,38.5,38.5,0,19,31.6,68.4,0,0
SOROTI,,MALE,,0,0,0,0,0,39,5.1,41,41,12.8,0,94,34,48.9,14.9,2.1,40,22.5,57.5,15,5,42,33.8,45.2,19,0
SOROTI,SOROTI SECONDARY SCHOOL,FEMALE,59,22,67.8,8.5,1.7,0,28,17.9,57.1,25,0,0,108,37,48.1,14.8,0,57,19.3,54.4,26.3,0,64,45.6,45.3,1.6,0
SOROTI,,MALE,223,30.9,52.5,15.2,0.9,0.4,216,33.3,45.8,17.6,2.8,0.5,470,52.3,36.6,10.2,0.9,230,34.8,47.4,17,0.9,250,58.9,29.6,4,0
SOROTI,ST.FRANCIS SS FOR THE BLIND,FEMALE,5,80,0,20,0,0,2,50,50,0,0,0,4,0,50,50,0,1,0,100,0,0,2,7.1,0,50,0
SOROTI,,MALE,7,14.3,57.1,28.6,0,0,2,50,50,0,0,0,8,0,100,0,0,2,0,100,0,0,4,54.3,25,0,0
SOROTI,"ST.MARY'S GIRLS SECONDARY SCHOOL,MADERA",FEMALE,40,15,45,32.5,7.5,0,41,0,26.8,53.7,19.5,0,60,10,66.7,20,3.3,20,15,30,55,0,21,38.1,57.1,4.8,0
SOROTI,"ST.STEPHEN SECONDARY SCHOOL,SOROTI",FEMALE,11,36.4,63.6,0,0,0,18,50,44.4,5.6,0,0,56,75,25,0,0,10,60,40,0,0,6,34.3,50,0,0
SOROTI,,MALE,53,52.8,39.6,7.5,0,0,135,59.3,32.6,6.7,1.5,0,192,74,18.8,7.3,0,23,34.8,39.1,21.7,4.3,15,26.9,60,6.7,0
SOROTI,"TESO COLLEGE,ALOET",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,100,0,0
SOROTI,,MALE,160,5,24.4,43.8,24.4,2.5,134,1.5,16.4,50,28.4,3.7,352,5.7,38.1,47.7,8.5,153,11.1,31.4,42.5,15,167,19.5,50.3,26.3,2.4
SOROTI,TUBUR SECONDARY SCHOOL,MALE,,0,0,0,0,0,,0,0,0,0,0,22,63.6,27.3,9.1,0,,0,0,0,0,,0,0,0,0
SOROTI. Total,,,1336,38.8,41.4,15.6,3.8,0.4,1377,35.2,38,20.4,5.8,0.6,2972,50.3,32.7,14.7,2.4,1353,37.4,39.7,19.2,3.7,1296,43.6,40,10.4,0.5
NGORA,"FR.KIGGEN MEMORIAL COLLEGE,NGORA",FEMALE,5,40,20,40,0,0,8,12.5,25,62.5,0,0,16,37.5,50,12.5,0,7,71.4,28.6,0,0,1,2.7,0,0,0
NGORA,,MALE,22,31.8,59.1,4.5,4.5,0,28,50,28.6,14.3,7.1,0,54,44.4,40.7,14.8,0,15,53.3,33.3,13.3,0,11,65.9,9.1,0,0
NGORA,"KOBWIN SEED SECONDARY SCHOOL,NGORA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,7,14.3,57.1,0,28.6,7,28.6,57.1,14.3,0
NGORA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,31,38.7,29,25.8,6.5,19,30.3,52.6,10.5,0
NGORA,MUKURA MEMORIAL SECONDARY SCHOOL,FEMALE,6,50,16.7,0,16.7,16.7,2,0,100,0,0,0,24,41.7,33.3,25,0,7,57.1,28.6,14.3,0,2,52.4,0,0,0
NGORA,,MALE,25,52,44,4,0,0,22,50,36.4,13.6,0,0,60,50,33.3,13.3,3.3,29,58.6,31,10.3,0,20,46.9,35,5,0
NGORA,NGORA GIRLS SECONDARY SCHOOL,FEMALE,17,41.2,41.2,17.6,0,0,20,40,45,15,0,0,24,41.7,50,8.3,0,,0,0,0,0,,0,0,0,0
NGORA,NGORA HIGH SCHOOL,FEMALE,54,9.3,42.6,31.5,16.7,0,64,9.4,26.6,45.3,18.8,0,170,5.9,45.9,38.8,9.4,61,13.1,54.1,31.1,1.6,76,25,59.2,14.5,1.3
NGORA,,MALE,77,6.5,39,37.7,15.6,1.3,93,5.4,34.4,33.3,23.7,3.2,154,16.9,50.6,29.9,2.6,80,16.3,43.8,32.5,7.5,84,28.8,53.6,15.5,1.2
NGORA,OKAPEL HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,100,0,0
NGORA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,6,66.7,33.3,0,0
NGORA,"TESO INTERGRATED SECONDARY SCHOOL,NGORA",FEMALE,37,32.4,40.5,16.2,10.8,0,63,19,42.9,33.3,3.2,1.6,142,46.5,47.9,5.6,0,40,47.5,45,5,2.5,49,48.4,32.7,10.2,0
NGORA,,MALE,195,29.2,38.5,24.1,6.7,1.5,209,22.5,42.6,23.9,10,1,406,50.2,36,12.3,1.5,160,41.9,38.1,16.9,3.1,135,45.2,35.6,8.1,0
NGORA Total,,,438,25.3,40.2,24.2,9.1,1.1,509,20.4,38.1,28.7,11.6,1.2,1050,36.8,41.9,18.7,2.7,437,35.2,40.7,20.1,3.9,411,38.2,43.6,10.7,0.5
BUNDIBUGYO,BUMADU SEED SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,6,33.3,66.7,0,0,2,100,0,0,0,3,66.7,0,33.3,0
BUNDIBUGYO,,MALE,,0,0,0,0,0,,0,0,0,0,0,28,71.4,28.6,0,0,8,50,50,0,0,16,82.7,0,0,0
BUNDIBUGYO,BUNDIBUGYO HALL,FEMALE,1,100,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,0,0,100,0,1,33.3,0,0,0
BUNDIBUGYO,,MALE,18,77.8,22.2,0,0,0,21,57.1,38.1,4.8,0,0,,0,0,0,0,9,77.8,11.1,11.1,0,15,88.3,6.7,0,0
BUNDIBUGYO,BURAMBAGIRA SECONDARY SCHOOL,FEMALE,2,100,0,0,0,0,4,75,0,25,0,0,6,100,0,0,0,,0,0,0,0,,0,0,0,0
BUNDIBUGYO,,MALE,8,50,25,25,0,0,13,38.5,46.2,15.4,0,0,32,81.3,18.8,0,0,10,90,10,0,0,,0,0,0,0
BUNDIBUGYO,"CHRIST SCHOOL,BUNDIBUGYO",FEMALE,7,0,42.9,57.1,0,0,3,0,100,0,0,0,28,42.9,35.7,21.4,0,7,28.6,42.9,28.6,0,9,22.2,77.8,0,0
BUNDIBUGYO,,MALE,27,7.4,55.6,22.2,14.8,0,19,21.1,52.6,21.1,5.3,0,48,37.5,54.2,8.3,0,33,24.2,57.6,15.2,3,16,63.2,31.3,0,0
BUNDIBUGYO,"SEMULIKI HIGH SCHOOL,IZAURA",FEMALE,4,0,25,75,0,0,14,28.6,42.9,28.6,0,0,22,90.9,9.1,0,0,12,50,41.7,8.3,0,8,75,25,0,0
BUNDIBUGYO,,MALE,50,48,42,10,0,0,47,17,46.8,29.8,4.3,2.1,76,71.1,21.1,7.9,0,38,73.7,23.7,2.6,0,26,47.8,38.5,0,0
BUNDIBUGYO,ST.MARY'S SIMBYA SECONDARY SCHOOL,FEMALE,2,0,50,50,0,0,7,28.6,42.9,28.6,0,0,6,100,0,0,0,,0,0,0,0,2,50,50,0,0
BUNDIBUGYO,,MALE,30,63.3,23.3,10,3.3,0,37,35.1,56.8,8.1,0,0,60,70,26.7,3.3,0,17,70.6,23.5,5.9,0,17,55.4,23.5,0,0
BUNDIBUGYO Total,,,149,44.3,36.2,16.1,3.4,0,165,30.9,47.9,18.8,1.8,0.6,312,66,28.2,5.8,0,137,56.9,33.6,8.8,0.7,113,61,26.5,0.9,0
KABERAMAIDO,ADIPALA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,3,66.7,33.3,0,0
KABERAMAIDO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,11,45.5,45.5,9.1,0
KABERAMAIDO,ALWA SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,8,75,25,0,0,2,100,0,0,0,,0,0,0,0
KABERAMAIDO,,MALE,,0,0,0,0,0,,0,0,0,0,0,30,60,40,0,0,9,77.8,22.2,0,0,10,42,50,0,0
KABERAMAIDO,KABERAMAIDO COMPREHENSIVE SS,FEMALE,,0,0,0,0,0,,0,0,0,0,0,6,0,100,0,0,2,0,100,0,0,5,20,60,20,0
KABERAMAIDO,,MALE,,0,0,0,0,0,,0,0,0,0,0,20,80,20,0,0,8,12.5,62.5,25,0,6,16.7,50,33.3,0
KABERAMAIDO,KABERAMAIDO SECONDARY SCHOOL,FEMALE,11,27.3,54.5,18.2,0,0,14,50,21.4,28.6,0,0,20,100,0,0,0,9,88.9,11.1,0,0,1,1.8,0,0,0
KABERAMAIDO,,MALE,49,44.9,44.9,6.1,4.1,0,53,37.7,45.3,15.1,1.9,0,128,79.7,17.2,3.1,0,27,74.1,18.5,3.7,3.7,20,71.1,15,0,0
KABERAMAIDO,KALAKI SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,1,0,100,0,0,0,12,66.7,16.7,16.7,0,5,20,80,0,0,5,24.3,60,0,0
KABERAMAIDO,,MALE,,0,0,0,0,0,15,46.7,46.7,6.7,0,0,44,59.1,31.8,9.1,0,21,38.1,57.1,4.8,0,17,26.6,58.8,0,0
KABERAMAIDO,"MIDLAND HIGH SCHOOL,KABERAMAIDO",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,100,0,0,0,3,83.3,0,0,0
KABERAMAIDO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,16,62.5,37.5,0,0,9,55.6,44.4,0,0
KABERAMAIDO Total,,,60,41.7,46.7,8.3,3.3,0,83,41,42.2,15.7,1.2,0,268,73.1,23.1,3.7,0,100,58,37,4,1,90,44.1,41.1,4.4,0
MPIGI,BUJUUKO HIGH SCHOOL,FEMALE,32,18.8,62.5,12.5,6.3,0,44,13.6,50,31.8,4.5,0,22,45.5,45.5,9.1,0,14,42.9,28.6,28.6,0,11,36.4,45.5,18.2,0
MPIGI,,MALE,34,26.5,44.1,17.6,11.8,0,47,6.4,48.9,36.2,8.5,0,56,60.7,35.7,3.6,0,11,90.9,9.1,0,0,11,46.7,27.3,9.1,0
MPIGI,BULAMU SEED SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,28,0,42.9,42.9,14.3,10,10,40,50,0,17,17.6,58.8,17.6,5.9
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,38,21.1,57.9,21.1,0,25,36,40,24,0,41,25.4,46.3,24.4,2.4
MPIGI,BUWAMA HIGH SCHOOL,FEMALE,16,37.5,31.3,25,6.3,0,13,0,84.6,15.4,0,0,30,86.7,13.3,0,0,21,57.1,38.1,4.8,0,2,50,50,0,0
MPIGI,,MALE,37,43.2,29.7,21.6,5.4,0,41,31.7,51.2,17.1,0,0,52,65.4,30.8,3.8,0,25,40,48,12,0,18,33.9,38.9,16.7,5.6
MPIGI,"CARDINAL E.WAMALA VOCATIONAL SS,BULO",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6,33.3,50,16.7,0,4,100,0,0,0
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,4,25,50,25,0,12,29.2,58.3,8.3,0
MPIGI,"CARDINAL NSUBUGA SS,KITAKYUSA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,12,0,83.3,16.7,0,3,0,66.7,33.3,0,5,25,0,60,0
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,18,0,88.9,11.1,0,11,18.2,54.5,27.3,0,5,20,20,60,0
MPIGI,"DESTINY EAGLES SS,MPIGI",FEMALE,,0,0,0,0,0,,0,0,0,0,0,40,30,45,25,0,13,30.8,53.8,15.4,0,20,40,45,15,0
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,30,33.3,40,26.7,0,18,44.4,44.4,5.6,5.6,21,9.5,66.7,19,4.8
MPIGI,FISHER BRANCH KALAGALA HIGH SCHOOL,FEMALE,15,13.3,13.3,60,13.3,0,19,0,10.5,68.4,21.1,0,48,29.2,50,20.8,0,12,25,50,25,0,27,7.4,59.3,29.6,3.7
MPIGI,,MALE,19,0,36.8,47.4,15.8,0,8,0,62.5,25,12.5,0,18,22.2,55.6,22.2,0,9,22.2,55.6,22.2,0,22,4.5,54.5,40.9,0
MPIGI,"FRIENDS ACADEMY,KATENDE",FEMALE,,0,0,0,0,0,8,25,62.5,12.5,0,0,8,25,75,0,0,6,16.7,50,33.3,0,,0,0,0,0
MPIGI,,MALE,,0,0,0,0,0,17,23.5,58.8,17.6,0,0,12,16.7,50,33.3,0,4,25,75,0,0,,0,0,0,0
MPIGI,"HOPE SENIOR SCHOOL,NAKIREBE",FEMALE,17,0,23.5,47.1,23.5,5.9,31,0,12.9,58.1,25.8,3.2,64,6.3,65.6,28.1,0,9,0,33.3,66.7,0,12,0,66.7,33.3,0
MPIGI,,MALE,25,8,20,32,28,12,25,0,28,44,20,8,62,12.9,61.3,25.8,0,18,0,33.3,61.1,5.6,21,9.5,52.4,38.1,0
MPIGI,KASENGE GREEN HILL SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,12,16.7,66.7,16.7,0
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,18,11.1,77.8,11.1,0
MPIGI,KAYABWE HIGH SCHOOL,FEMALE,7,28.6,57.1,14.3,0,0,17,29.4,58.8,11.8,0,0,22,54.5,36.4,0,9.1,11,27.3,54.5,18.2,0,11,54.5,27.3,18.2,0
MPIGI,,MALE,15,0,46.7,46.7,6.7,0,20,20,35,45,0,0,24,25,66.7,8.3,0,16,25,56.3,6.3,12.5,13,15.4,84.6,0,0
MPIGI,"KIBUUKA MEMORIAL SCHOOL,MPIGI",FEMALE,16,31.3,62.5,6.3,0,0,16,6.3,56.3,37.5,0,0,42,9.5,66.7,19,4.8,12,8.3,58.3,33.3,0,19,21.1,47.4,26.3,5.3
MPIGI,,MALE,24,16.7,45.8,33.3,4.2,0,31,6.5,51.6,32.3,9.7,0,50,44,32,16,8,23,17.4,39.1,39.1,4.3,20,15.7,75,5,0
MPIGI,KYASANKU HILL COLLEGE,FEMALE,21,4.8,28.6,28.6,33.3,4.8,11,0,9.1,63.6,18.2,9.1,30,0,60,40,0,11,27.3,27.3,45.5,0,13,7.7,46.2,46.2,0
MPIGI,,MALE,22,4.5,22.7,50,22.7,0,20,5,35,45,15,0,44,18.2,45.5,36.4,0,19,5.3,47.4,36.8,10.5,19,26.3,63.2,10.5,0
MPIGI,"LOWELL GIRLS SCHOOL,NSIMBE",FEMALE,67,4.5,37.3,20.9,32.8,4.5,86,1.2,26.7,46.5,24.4,1.2,164,15.9,56.1,26.8,1.2,,0,0,0,0,45,20,55.6,20,4.4
MPIGI,LUMUZA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6,0,33.3,50,16.7,9,22.2,22.2,55.6,0
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,5,0,40,60,0,9,11.1,66.7,22.2,0
MPIGI,"MITALA MARIA HILL SCHOOL,BUWAMA",FEMALE,,0,0,0,0,0,6,33.3,33.3,33.3,0,0,30,53.3,33.3,13.3,0,15,60,26.7,13.3,0,11,39.6,45.5,0,0
MPIGI,,MALE,,0,0,0,0,0,5,60,40,0,0,0,32,25,43.8,31.3,0,9,33.3,22.2,33.3,11.1,7,57.1,28.6,14.3,0
MPIGI,MITALA MARIA PROGRESSIVE SS,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,3,100,0,0,0
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,7,42.9,42.9,14.3,0
MPIGI,MPIGI HIGH SCHOOL,FEMALE,14,0,35.7,57.1,7.1,0,42,19,38.1,21.4,19,2.4,42,9.5,42.9,47.6,0,47,44.7,53.2,0,2.1,22,57.5,22.7,0,0
MPIGI,,MALE,25,36,40,16,8,0,39,12.8,41,43.6,2.6,0,72,22.2,44.4,30.6,2.8,59,44.1,44.1,10.2,1.7,35,51.6,22.9,5.7,2.9
MPIGI,MPIGI MIXED SECONDARY SCHOOL,FEMALE,27,3.7,11.1,59.3,25.9,0,20,5,20,40,35,0,76,7.9,34.2,50,7.9,29,3.4,10.3,48.3,37.9,17,5.9,11.8,58.8,23.5
MPIGI,,MALE,27,0,18.5,25.9,37,18.5,25,4,12,52,20,12,56,7.1,32.1,42.9,17.9,22,0,0,50,50,25,4.6,28,52,12
MPIGI,"PRIDE COLLEGE SCHOOL,MPIGI",FEMALE,49,6.1,28.6,40.8,18.4,6.1,61,3.3,45.9,34.4,13.1,3.3,228,28.1,36,31.6,4.4,136,14,43.4,35.3,7.4,145,11.9,48.3,32.4,6.9
MPIGI,,MALE,42,9.5,35.7,31,19,4.8,46,4.3,34.8,34.8,17.4,8.7,220,19.1,53.6,23.6,3.6,109,12.8,46.8,33.9,6.4,89,18,40.4,39.3,2.2
MPIGI,"RAWUZHA HIGH SCHOOL,MPIGI",FEMALE,,0,0,0,0,0,10,10,50,40,0,0,16,50,50,0,0,8,62.5,37.5,0,0,5,60,20,20,0
MPIGI,,MALE,,0,0,0,0,0,6,33.3,33.3,33.3,0,0,18,66.7,33.3,0,0,2,100,0,0,0,5,20,40,40,0
MPIGI,SAM'S PARK HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,3,0,100,0,0,3,66.7,0,33.3,0
MPIGI,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,8,12.5,37.5,37.5,12.5,8,37.5,50,0,12.5
MPIGI,ST.BALIKUDDEMBE SECONDARY SCHOOL,FEMALE,31,6.5,29,41.9,22.6,0,28,17.9,39.3,39.3,3.6,0,96,18.8,58.3,22.9,0,31,19.4,38.7,38.7,3.2,23,21.7,65.2,13,0
MPIGI,,MALE,48,4.2,27.1,52.1,14.6,2.1,58,5.2,37.9,44.8,10.3,1.7,80,7.5,40,40,12.5,33,21.2,54.5,21.2,3,28,21.4,57.1,21.4,0
MPIGI,"ST.BENEDICT'S SECONDARY SCHOOL,BUWAMA",FEMALE,20,10,60,30,0,0,12,25,33.3,33.3,8.3,0,6,66.7,0,33.3,0,11,45.5,36.4,18.2,0,13,7.7,76.9,15.4,0
MPIGI,,MALE,19,21.1,42.1,21.1,15.8,0,16,25,56.3,6.3,12.5,0,26,46.2,23.1,23.1,7.7,10,50,50,0,0,17,35.3,64.7,0,0
MPIGI,"ST.BRUNO SSERUNKUMA'S SS,GGOLI",FEMALE,26,15.4,46.2,26.9,7.7,3.8,26,0,42.3,30.8,19.2,7.7,30,20,20,46.7,13.3,25,0,28,60,12,27,18.5,37,44.4,0
MPIGI,,MALE,28,7.1,32.1,53.6,7.1,0,32,6.3,15.6,59.4,15.6,3.1,32,6.3,43.8,43.8,6.3,31,3.2,45.2,41.9,9.7,23,17.4,52.2,30.4,0
MPIGI,"ST.CATHERINE SECONDARY SCHOOL,BUJUUKO",FEMALE,11,0,27.3,63.6,9.1,0,3,66.7,0,33.3,0,0,14,42.9,57.1,0,0,2,0,100,0,0,4,75,25,0,0
MPIGI,,MALE,13,15.4,23.1,46.2,7.7,7.7,10,10,40,40,10,0,6,0,100,0,0,8,50,12.5,25,12.5,6,33.3,50,16.7,0
MPIGI,"ST.JOHN'S COLLEGE,MPIGI",FEMALE,30,10,40,33.3,16.7,0,46,4.3,43.5,41.3,10.9,0,30,26.7,46.7,20,6.7,16,37.5,50,12.5,0,29,38.6,44.8,13.8,0
